epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
167,92431.1,1.13588,0.15255,1.77599,0.97834,0.965,0.98926,0.87814,0.44363,0.04716,0.89368,4.16674e-05,4.16674e-05,4.16674e-05
168,92985.1,1.17193,0.15707,1.81284,0.97834,0.96468,0.98923,0.87802,0.44329,0.04712,0.8936,4.11516e-05,4.11516e-05,4.11516e-05
169,93536.7,1.15886,0.15491,1.83246,0.97833,0.96459,0.98928,0.8778,0.44314,0.04705,0.89375,4.06369e-05,4.06369e-05,4.06369e-05
170,94089.7,1.15367,0.15374,1.80766,0.97832,0.96529,0.98932,0.87801,0.44285,0.04691,0.89392,4.01231e-05,4.01231e-05,4.01231e-05
171,94644.3,1.16366,0.15719,1.7756,0.97835,0.96531,0.98938,0.87772,0.44287,0.04684,0.89415,3.96105e-05,3.96105e-05,3.96105e-05
172,95196.3,1.13483,0.15685,1.77029,0.97789,0.96529,0.98939,0.87802,0.44267,0.04679,0.89423,3.90989e-05,3.90989e-05,3.90989e-05
173,95750.6,1.11463,0.15118,1.7768,0.97827,0.96178,0.99015,0.87832,0.44255,0.04678,0.89435,3.85886e-05,3.85886e-05,3.85886e-05
174,96301.5,1.12583,0.15415,1.77111,0.97828,0.96202,0.99015,0.87794,0.44268,0.0467,0.89473,3.80795e-05,3.80795e-05,3.80795e-05
175,96857.4,1.16636,0.15837,1.81504,0.97959,0.9612,0.99114,0.87858,0.44233,0.04662,0.89477,3.75717e-05,3.75717e-05,3.75717e-05
176,97412.3,1.15679,0.15984,1.81598,0.97958,0.96072,0.99115,0.87917,0.44202,0.04658,0.89471,3.70653e-05,3.70653e-05,3.70653e-05
177,97963.5,1.14221,0.15486,1.79009,0.98021,0.95995,0.99114,0.87975,0.44184,0.04647,0.89473,3.65604e-05,3.65604e-05,3.65604e-05
178,98516.6,1.1336,0.14897,1.76881,0.98091,0.96031,0.99116,0.87976,0.44163,0.04642,0.89464,3.60568e-05,3.60568e-05,3.60568e-05
179,99069.3,1.13245,0.14836,1.78441,0.98091,0.9605,0.99121,0.8795,0.44148,0.04634,0.895,3.55549e-05,3.55549e-05,3.55549e-05
180,99621.6,1.11442,0.14873,1.76346,0.98091,0.96041,0.99121,0.87972,0.44127,0.04624,0.89487,3.50545e-05,3.50545e-05,3.50545e-05
181,100172,1.13828,0.1553,1.78846,0.98065,0.95995,0.99027,0.87952,0.44106,0.04613,0.89491,3.45557e-05,3.45557e-05,3.45557e-05
182,100724,1.13003,0.1549,1.78402,0.98091,0.96039,0.99126,0.88037,0.44078,0.04596,0.89483,3.40586e-05,3.40586e-05,3.40586e-05
183,101278,1.12639,0.14973,1.77505,0.98091,0.96049,0.99131,0.88077,0.44055,0.04578,0.8948,3.35633e-05,3.35633e-05,3.35633e-05
184,101828,1.13822,0.15135,1.7718,0.98091,0.96041,0.99136,0.87994,0.44037,0.04563,0.89464,3.30698e-05,3.30698e-05,3.30698e-05
185,102380,1.17426,0.1611,1.81155,0.98091,0.96039,0.99141,0.88091,0.43997,0.0455,0.8945,3.25781e-05,3.25781e-05,3.25781e-05
186,102934,1.1271,0.14703,1.79739,0.98091,0.96063,0.99145,0.88237,0.43974,0.04534,0.89453,3.20884e-05,3.20884e-05,3.20884e-05
187,103490,1.13422,0.14832,1.80012,0.98091,0.96063,0.99145,0.88311,0.43916,0.04526,0.89442,3.16006e-05,3.16006e-05,3.16006e-05
188,104041,1.11893,0.1471,1.77654,0.98092,0.96075,0.99151,0.88255,0.43878,0.04517,0.89432,3.11148e-05,3.11148e-05,3.11148e-05
189,104595,1.17025,0.15904,1.82541,0.98092,0.96085,0.99151,0.88305,0.43866,0.0451,0.89439,3.06312e-05,3.06312e-05,3.06312e-05
190,105145,1.10875,0.14477,1.7584,0.98092,0.96098,0.9915,0.88289,0.43828,0.04501,0.89438,3.01496e-05,3.01496e-05,3.01496e-05
191,105700,1.14321,0.14869,1.79031,0.98092,0.96121,0.99156,0.88356,0.43804,0.04482,0.89441,2.96702e-05,2.96702e-05,2.96702e-05
192,106251,1.10695,0.14796,1.76613,0.98092,0.96118,0.99159,0.88326,0.43767,0.04468,0.89413,2.9193e-05,2.9193e-05,2.9193e-05
193,106808,1.12966,0.15676,1.79856,0.9809,0.96262,0.9916,0.88316,0.43745,0.0445,0.89413,2.87182e-05,2.87182e-05,2.87182e-05
194,107363,1.11825,0.15122,1.78742,0.97962,0.96266,0.99165,0.88365,0.43705,0.0444,0.894,2.82456e-05,2.82456e-05,2.82456e-05
195,107914,1.14536,0.15343,1.79742,0.9807,0.96262,0.99172,0.88378,0.43689,0.04417,0.89419,2.77755e-05,2.77755e-05,2.77755e-05
196,108465,1.12518,0.1511,1.76468,0.9796,0.96395,0.99176,0.88448,0.43669,0.04413,0.8941,2.73077e-05,2.73077e-05,2.73077e-05
197,109019,1.14449,0.15017,1.80554,0.9793,0.96395,0.99175,0.88499,0.43632,0.04398,0.89419,2.68425e-05,2.68425e-05,2.68425e-05
198,109567,1.12159,0.1513,1.77276,0.98095,0.96238,0.99181,0.88513,0.43593,0.0439,0.89425,2.63798e-05,2.63798e-05,2.63798e-05
199,110119,1.0834,0.14771,1.75238,0.9792,0.96395,0.99182,0.88491,0.43586,0.04376,0.89432,2.59197e-05,2.59197e-05,2.59197e-05
200,110668,1.09888,0.14498,1.74547,0.97995,0.96128,0.99185,0.88535,0.43566,0.04364,0.89422,2.54623e-05,2.54623e-05,2.54623e-05
201,111220,1.13527,0.14449,1.79452,0.97931,0.96395,0.99185,0.88533,0.4354,0.04348,0.89425,2.50075e-05,2.50075e-05,2.50075e-05
202,111769,1.1163,0.1474,1.75648,0.97894,0.96395,0.99184,0.8862,0.43498,0.04336,0.89402,2.45555e-05,2.45555e-05,2.45555e-05
203,112322,1.12338,0.14953,1.78232,0.97866,0.96395,0.99185,0.88623,0.43471,0.0432,0.89377,2.41062e-05,2.41062e-05,2.41062e-05
204,112875,1.10434,0.14253,1.76765,0.97866,0.96395,0.99188,0.88652,0.43457,0.0431,0.89377,2.36598e-05,2.36598e-05,2.36598e-05
205,113427,1.12699,0.14773,1.78659,0.97881,0.96395,0.99191,0.88655,0.43446,0.043,0.89361,2.32163e-05,2.32163e-05,2.32163e-05
206,113980,1.10503,0.14503,1.76387,0.97877,0.96395,0.99194,0.88772,0.43437,0.0429,0.89369,2.27758e-05,2.27758e-05,2.27758e-05
207,114533,1.09282,0.14144,1.769,0.97892,0.96395,0.99192,0.88712,0.4339,0.04279,0.89355,2.23382e-05,2.23382e-05,2.23382e-05
208,115086,1.09651,0.14324,1.742,0.97964,0.96367,0.99195,0.88742,0.43404,0.04277,0.89364,2.19036e-05,2.19036e-05,2.19036e-05
209,115636,1.10125,0.1487,1.77312,0.98358,0.95975,0.99196,0.8877,0.43391,0.04274,0.89376,2.14722e-05,2.14722e-05,2.14722e-05
210,116190,1.08906,0.14182,1.75618,0.98342,0.95995,0.99196,0.8876,0.43371,0.04268,0.89377,2.10438e-05,2.10438e-05,2.10438e-05
211,116741,1.10893,0.14744,1.78932,0.97961,0.96216,0.99201,0.88768,0.4335,0.04263,0.89368,2.06187e-05,2.06187e-05,2.06187e-05
212,117293,1.07358,0.14502,1.73588,0.98059,0.95995,0.99205,0.88748,0.43316,0.04257,0.89351,2.01967e-05,2.01967e-05,2.01967e-05
213,117845,1.08544,0.13977,1.76361,0.98089,0.95936,0.99266,0.88822,0.43293,0.04251,0.89331,1.97781e-05,1.97781e-05,1.97781e-05
214,118397,1.07505,0.14316,1.73998,0.98097,0.95861,0.99267,0.88787,0.43266,0.04242,0.89315,1.93627e-05,1.93627e-05,1.93627e-05
215,118948,1.09519,0.14413,1.76589,0.97703,0.96554,0.99265,0.88728,0.43245,0.04237,0.8932,1.89507e-05,1.89507e-05,1.89507e-05
216,119499,1.0818,0.13859,1.73707,0.97707,0.96733,0.99268,0.88771,0.43237,0.04231,0.89307,1.85421e-05,1.85421e-05,1.85421e-05
217,120051,1.07752,0.14376,1.74768,0.97647,0.96662,0.99273,0.88768,0.43225,0.0423,0.89316,1.8137e-05,1.8137e-05,1.8137e-05
218,120602,1.07796,0.1393,1.75754,0.97964,0.96368,0.9927,0.88739,0.43209,0.04231,0.89306,1.77353e-05,1.77353e-05,1.77353e-05
219,121153,1.09529,0.14537,1.78192,0.97568,0.96796,0.99279,0.88776,0.43179,0.04228,0.89307,1.73372e-05,1.73372e-05,1.73372e-05
220,121707,1.08613,0.14038,1.77095,0.97783,0.96395,0.99279,0.88773,0.4318,0.04221,0.89311,1.69427e-05,1.69427e-05,1.69427e-05
221,122257,1.07949,0.14075,1.74556,0.97577,0.96781,0.99283,0.88737,0.43171,0.04223,0.89307,1.65518e-05,1.65518e-05,1.65518e-05
222,122808,1.12231,0.15099,1.80223,0.9719,0.96958,0.99281,0.88787,0.43164,0.04222,0.89319,1.61646e-05,1.61646e-05,1.61646e-05
223,123358,1.05897,0.14044,1.74058,0.97576,0.96737,0.99284,0.88817,0.43156,0.04216,0.89329,1.57811e-05,1.57811e-05,1.57811e-05
224,123910,1.09805,0.14607,1.76376,0.97493,0.96796,0.99284,0.88857,0.43136,0.04212,0.893,1.54013e-05,1.54013e-05,1.54013e-05
225,124470,1.08632,0.14209,1.76048,0.9748,0.96796,0.99287,0.88789,0.43125,0.04213,0.89299,1.50253e-05,1.50253e-05,1.50253e-05
226,125020,1.09547,0.1458,1.77071,0.97573,0.96598,0.99289,0.88889,0.43112,0.04209,0.89304,1.46532e-05,1.46532e-05,1.46532e-05
227,125571,1.07137,0.14315,1.75368,0.97451,0.96796,0.99294,0.88909,0.43103,0.042,0.89285,1.42849e-05,1.42849e-05,1.42849e-05
228,126126,1.0418,0.14062,1.73885,0.97447,0.96841,0.99293,0.88907,0.43082,0.042,0.89267,1.39206e-05,1.39206e-05,1.39206e-05
229,126679,1.10938,0.14542,1.77971,0.97575,0.96705,0.99292,0.88988,0.43063,0.04197,0.89248,1.35602e-05,1.35602e-05,1.35602e-05
230,127240,1.1012,0.14187,1.77789,0.97647,0.96662,0.99297,0.88997,0.43032,0.04184,0.89239,1.32038e-05,1.32038e-05,1.32038e-05
231,127791,1.08118,0.13936,1.74845,0.97708,0.96662,0.99293,0.89006,0.43052,0.04182,0.8924,1.28515e-05,1.28515e-05,1.28515e-05
232,128342,1.08208,0.14436,1.75136,0.97581,0.97063,0.993,0.89018,0.42997,0.04175,0.89216,1.25032e-05,1.25032e-05,1.25032e-05
233,128892,1.04739,0.13649,1.7164,0.97714,0.97007,0.99302,0.89034,0.42985,0.04165,0.89217,1.2159e-05,1.2159e-05,1.2159e-05
234,129444,1.06733,0.14186,1.74296,0.97714,0.97008,0.99301,0.89001,0.42978,0.04161,0.89213,1.1819e-05,1.1819e-05,1.1819e-05
235,129994,1.06013,0.13954,1.73204,0.97584,0.96929,0.993,0.89049,0.42989,0.04158,0.89222,1.14832e-05,1.14832e-05,1.14832e-05
236,130546,1.07621,0.13836,1.74292,0.97584,0.97073,0.99304,0.89002,0.42969,0.04149,0.89209,1.11516e-05,1.11516e-05,1.11516e-05
237,131095,1.07304,0.14159,1.72813,0.97583,0.97015,0.99304,0.88975,0.42961,0.04138,0.89199,1.08242e-05,1.08242e-05,1.08242e-05
238,131648,1.07271,0.14047,1.73243,0.97583,0.97019,0.99303,0.88998,0.42928,0.04129,0.89193,1.05012e-05,1.05012e-05,1.05012e-05
239,132201,1.03665,0.13123,1.72369,0.97582,0.96998,0.99304,0.88994,0.42908,0.04128,0.89189,1.01825e-05,1.01825e-05,1.01825e-05
240,132756,1.11029,0.14602,1.79163,0.97606,0.96929,0.99303,0.89026,0.42902,0.04118,0.8918,9.86814e-06,9.86814e-06,9.86814e-06
241,133305,1.08969,0.14113,1.77124,0.97554,0.96929,0.99299,0.89017,0.42892,0.04112,0.89166,9.5582e-06,9.5582e-06,9.5582e-06
242,133851,1.06825,0.14047,1.73785,0.97525,0.96929,0.99298,0.89044,0.42896,0.04105,0.89171,9.25269e-06,9.25269e-06,9.25269e-06
243,134397,1.05977,0.13756,1.72366,0.97894,0.96929,0.99299,0.89089,0.42884,0.04095,0.89185,8.95165e-06,8.95165e-06,8.95165e-06
244,134943,1.06228,0.13949,1.7482,0.9793,0.96929,0.99299,0.89151,0.4285,0.04087,0.89173,8.65511e-06,8.65511e-06,8.65511e-06
245,135489,1.07912,0.14543,1.76681,0.97974,0.96837,0.99302,0.8917,0.42842,0.0408,0.89159,8.3631e-06,8.3631e-06,8.3631e-06
246,136037,1.07009,0.14144,1.75463,0.97974,0.96853,0.993,0.89085,0.42849,0.04079,0.8916,8.07566e-06,8.07566e-06,8.07566e-06
247,136583,1.06159,0.13678,1.72652,0.97909,0.96796,0.99304,0.89123,0.42823,0.04069,0.8914,7.79283e-06,7.79283e-06,7.79283e-06
248,137125,1.0462,0.1312,1.70976,0.9795,0.96796,0.99304,0.89228,0.42815,0.04064,0.89145,7.51461e-06,7.51461e-06,7.51461e-06
249,137672,1.06325,0.13606,1.73546,0.97955,0.96796,0.99302,0.8918,0.42817,0.04054,0.89148,7.24106e-06,7.24106e-06,7.24106e-06
250,138221,1.08284,0.14359,1.76702,0.98172,0.96796,0.99303,0.89196,0.42814,0.04053,0.89123,6.9722e-06,6.9722e-06,6.9722e-06
251,138787,0.78461,0.08908,1.40611,0.98206,0.96796,0.99305,0.8917,0.42799,0.04048,0.89123,6.70806e-06,6.70806e-06,6.70806e-06
252,139322,0.76613,0.08763,1.39591,0.98247,0.96662,0.99309,0.89111,0.4281,0.04045,0.89127,6.44867e-06,6.44867e-06,6.44867e-06
253,139860,0.75958,0.08524,1.40676,0.98372,0.96782,0.9931,0.89146,0.42822,0.0404,0.89138,6.19405e-06,6.19405e-06,6.19405e-06
254,140397,0.78412,0.08862,1.40657,0.98371,0.96759,0.9931,0.89131,0.42818,0.0403,0.89131,5.94423e-06,5.94423e-06,5.94423e-06
255,140930,0.76558,0.08454,1.39533,0.98371,0.96774,0.9931,0.89193,0.42823,0.04025,0.89164,5.69925e-06,5.69925e-06,5.69925e-06
256,141468,0.77789,0.08853,1.40431,0.98352,0.96796,0.9931,0.89161,0.42805,0.04021,0.89172,5.45913e-06,5.45913e-06,5.45913e-06
257,142007,0.76653,0.08384,1.40646,0.98481,0.96796,0.99325,0.8921,0.42797,0.04007,0.89174,5.22389e-06,5.22389e-06,5.22389e-06
258,142543,0.76968,0.08556,1.41104,0.98505,0.96765,0.99326,0.89215,0.42779,0.03997,0.89174,4.99356e-06,4.99356e-06,4.99356e-06
259,143078,0.78854,0.09045,1.4353,0.98504,0.96713,0.99325,0.89219,0.42782,0.03988,0.89179,4.76817e-06,4.76817e-06,4.76817e-06
260,143614,0.76848,0.09058,1.41486,0.98505,0.96765,0.99322,0.89273,0.42785,0.03981,0.89198,4.54774e-06,4.54774e-06,4.54774e-06
261,144147,0.75811,0.08599,1.40537,0.98505,0.96783,0.99328,0.89268,0.42794,0.0397,0.89222,4.33229e-06,4.33229e-06,4.33229e-06
262,144682,0.75364,0.08638,1.37793,0.98504,0.96673,0.99328,0.89267,0.42805,0.03965,0.89229,4.12186e-06,4.12186e-06,4.12186e-06
263,145217,0.75459,0.08157,1.40253,0.98504,0.96677,0.99329,0.89186,0.4281,0.03958,0.89223,3.91645e-06,3.91645e-06,3.91645e-06
264,145753,0.76738,0.08642,1.39237,0.98583,0.96662,0.99329,0.89232,0.42817,0.03951,0.89236,3.7161e-06,3.7161e-06,3.7161e-06
265,146288,0.76185,0.08401,1.40424,0.98635,0.96482,0.99332,0.89293,0.42846,0.03955,0.89245,3.52082e-06,3.52082e-06,3.52082e-06
266,146823,0.78537,0.08848,1.42093,0.98636,0.96513,0.99331,0.89309,0.42855,0.03944,0.8925,3.33065e-06,3.33065e-06,3.33065e-06
267,147357,0.75176,0.08611,1.39702,0.98635,0.96465,0.99337,0.89331,0.42845,0.03935,0.89244,3.14559e-06,3.14559e-06,3.14559e-06
268,147891,0.7628,0.0853,1.39518,0.98635,0.96476,0.9934,0.89338,0.42849,0.03933,0.89248,2.96567e-06,2.96567e-06,2.96567e-06
269,148426,0.75664,0.0835,1.37851,0.98635,0.96487,0.99341,0.89361,0.4287,0.03929,0.8926,2.7909e-06,2.7909e-06,2.7909e-06
270,148961,0.75232,0.08561,1.39582,0.98635,0.96482,0.99339,0.89312,0.42862,0.03925,0.89267,2.62132e-06,2.62132e-06,2.62132e-06
271,149495,0.73233,0.08264,1.38351,0.98635,0.96485,0.99337,0.89407,0.42874,0.03927,0.89273,2.45693e-06,2.45693e-06,2.45693e-06
272,150029,0.76904,0.08715,1.39717,0.98635,0.96496,0.99336,0.89306,0.42865,0.03922,0.89269,2.29775e-06,2.29775e-06,2.29775e-06
273,150563,0.77419,0.08574,1.42321,0.98635,0.96476,0.99335,0.89318,0.42864,0.03922,0.89273,2.14381e-06,2.14381e-06,2.14381e-06
274,151100,0.74567,0.0813,1.38957,0.98635,0.96477,0.99334,0.89331,0.42877,0.03918,0.8929,1.99512e-06,1.99512e-06,1.99512e-06
275,151636,0.75873,0.08526,1.39752,0.98635,0.96486,0.99335,0.89304,0.42887,0.03917,0.89294,1.85169e-06,1.85169e-06,1.85169e-06
276,152170,0.74416,0.08187,1.39111,0.98635,0.96484,0.99335,0.89378,0.4289,0.03915,0.8928,1.71354e-06,1.71354e-06,1.71354e-06
277,152706,0.75093,0.08794,1.39882,0.98635,0.96474,0.99335,0.89327,0.42882,0.03914,0.89282,1.58068e-06,1.58068e-06,1.58068e-06
278,153241,0.76298,0.08342,1.38973,0.98635,0.96469,0.99339,0.89336,0.4287,0.03908,0.89283,1.45314e-06,1.45314e-06,1.45314e-06
279,153776,0.74877,0.08663,1.39181,0.98635,0.96446,0.99336,0.89306,0.42882,0.03907,0.89287,1.33092e-06,1.33092e-06,1.33092e-06
280,154313,0.75419,0.08448,1.40142,0.98634,0.96432,0.99337,0.89304,0.42876,0.03906,0.8929,1.21404e-06,1.21404e-06,1.21404e-06
281,154846,0.76643,0.08636,1.38764,0.98634,0.96433,0.99336,0.89386,0.42871,0.03902,0.89281,1.10251e-06,1.10251e-06,1.10251e-06
282,155379,0.7476,0.08623,1.37843,0.98499,0.96396,0.99332,0.89336,0.42862,0.03895,0.89268,9.96343e-07,9.96343e-07,9.96343e-07
283,155914,0.75107,0.0855,1.39616,0.98769,0.96381,0.99334,0.8935,0.42868,0.03892,0.89281,8.95549e-07,8.95549e-07,8.95549e-07
284,156450,0.75269,0.08294,1.40045,0.98904,0.96372,0.99276,0.89361,0.42852,0.03891,0.89278,8.00141e-07,8.00141e-07,8.00141e-07
285,156984,0.75449,0.0828,1.39693,0.98768,0.96359,0.99273,0.89362,0.42869,0.03892,0.89283,7.10128e-07,7.10128e-07,7.10128e-07
286,157520,0.75747,0.08472,1.4039,0.98768,0.96303,0.99273,0.89373,0.42849,0.03883,0.89285,6.25521e-07,6.25521e-07,6.25521e-07
287,158055,0.7426,0.08348,1.38024,0.98768,0.96301,0.99276,0.89372,0.42844,0.03882,0.89284,5.4633e-07,5.4633e-07,5.4633e-07
288,158593,0.7529,0.07956,1.39077,0.98768,0.96301,0.99178,0.89373,0.42844,0.03878,0.89284,4.72562e-07,4.72562e-07,4.72562e-07
289,159138,0.73654,0.08164,1.39301,0.98764,0.96395,0.99178,0.89333,0.42815,0.03878,0.89274,4.04226e-07,4.04226e-07,4.04226e-07
290,159683,0.75613,0.08612,1.40066,0.98769,0.9639,0.9918,0.89312,0.42843,0.0388,0.89293,3.41329e-07,3.41329e-07,3.41329e-07
291,160225,0.75816,0.08452,1.3976,0.98769,0.96376,0.9918,0.89404,0.42834,0.0388,0.89306,2.83878e-07,2.83878e-07,2.83878e-07
292,160769,0.76631,0.08585,1.40263,0.98768,0.96356,0.99182,0.89325,0.42806,0.03876,0.89279,2.3188e-07,2.3188e-07,2.3188e-07
293,161313,0.75565,0.08338,1.40451,0.98768,0.96354,0.99184,0.89361,0.42795,0.03881,0.89293,1.8534e-07,1.8534e-07,1.8534e-07
294,161859,0.76612,0.08616,1.40722,0.98768,0.96321,0.99185,0.89382,0.42774,0.03878,0.89296,1.44263e-07,1.44263e-07,1.44263e-07
295,162405,0.75036,0.08461,1.39171,0.98768,0.96318,0.99185,0.894,0.42801,0.03881,0.89313,1.08654e-07,1.08654e-07,1.08654e-07
296,162947,0.76896,0.08694,1.39716,0.98768,0.96316,0.99185,0.89407,0.42806,0.0388,0.89317,7.85164e-08,7.85164e-08,7.85164e-08
297,163491,0.75517,0.08331,1.3916,0.98768,0.9632,0.99184,0.89407,0.42802,0.03878,0.89327,5.38541e-08,5.38541e-08,5.38541e-08
298,164033,0.75493,0.08387,1.40643,0.98719,0.96262,0.99184,0.89372,0.42801,0.0388,0.89336,3.46695e-08,3.46695e-08,3.46695e-08
299,164575,0.76196,0.08427,1.41048,0.98709,0.96262,0.99186,0.89447,0.42766,0.03878,0.89314,2.09647e-08,2.09647e-08,2.09647e-08
300,165118,0.76651,0.0846,1.40823,0.98854,0.96262,0.99187,0.89429,0.42753,0.03877,0.89312,1.27413e-08,1.27413e-08,1.27413e-08
